Date,Easting,Northing,Pool,Temp,Depth,Velocity,DO,Clarity,Stratum,Substrate,Veg_type,Veg_density,Veg_cover
10/15/2015,737008,4650801,Pool 13,14.2,0.4,0,8.5,40,Impounded lake,Silt/Clay/Sand,"S, E, & F",Sparse,20 - 49%
10/15/2018,636655,4853512,Pool 08,8.1,1.2,0,11.1,110,Isolated,Silt,"S, E, & F",Dense,>50%
10/15/2018,638055,4853712,Pool 08,8.3,0.92,0,9.4,92,Isolated,Silt,"S, E, & F",Sparse,>50%
10/15/2018,636655,4853112,Pool 08,7.5,1.12,0,11.7,112,Isolated,Silt,"S, E, & F",Dense,>50%
10/15/2018,637055,4853712,Pool 08,7.9,1.43,0,9.5,92,Isolated,Silt,"S, E, & F",Dense,>50%
10/15/2021,637455,4853312,Pool 08,15.4,0.54,0,2.8,54,Isolated,Silt,"S, E, & F",Dense,>50%
10/15/2021,643255,4834512,Pool 08,15.2,0.32,0,4,32,Isolated,Silt/Clay/Sand,"S, E, & F",Dense,>50%
10/16/1995,636655,4853712,Pool 08,8.7,0.5,0,8.5,50,Isolated,Silt,S & E,Dense,>50%
10/16/1995,637455,4852712,Pool 08,9.1,0.38,0,2.1,38,Isolated,Silt,S & E,Dense,>50%
10/16/1995,637455,4853312,Pool 08,8.9,0.39,0,3.2,39,Isolated,Silt,Emergent,Dense,>50%
10/16/1998,638255,4853512,Pool 08,14.5,0.28,0,4.9,28,Isolated,Silt,S & E,Dense,>50%
10/16/1998,637655,4852912,Pool 08,14,0.44,0,4.6,44,Isolated,Silt,S & E,Dense,>50%
10/16/2000,639405,4855712,Pool 08,12.8,1.42,0.1,14.3,50,Side channel,Silt/Clay/Sand,Submergent,Sparse,1 - 19%
10/16/2000,638255,4853312,Pool 08,14,0.78,0,13.7,78,Isolated,Silt,Submergent,Dense,>50%
10/16/2000,643255,4834312,Pool 08,13.1,0.67,0,5.2,67,Isolated,Silt,Submergent,Sparse,>50%
10/16/2001,641055,4847712,Pool 08,10.5,0.27,0,8.4,20,Side channel,Silt,Submergent,Sparse,>50%
10/16/2007,641905,4841212,Pool 08,14.7,0.26,0.05,8,26,Side channel,Silt,Submergent,Sparse,1 - 19%
10/16/2007,640055,4832112,Pool 08,14.1,0.54,0.08,7.7,54,Impounded lake,Silt,Submergent,Dense,>50%
10/16/2008,735358,4661451,Pool 13,15.9,0.4,0,6.4,40,Connected backwater,Silt/Clay/Sand,"S, E, & F",Dense,>50%
10/16/2014,638905,4837762,Pool 08,12.4,2.5,0.02,9.6,90,Connected backwater,Silt,Submergent,Sparse,1 - 19%
10/16/2014,640655,4832312,Pool 08,11.8,1.25,0.05,10.1,87,Impounded lake,Silt,Submergent,Sparse,>50%
10/16/2014,641455,4834912,Pool 08,14.3,0.4,0.01,11,40,Impounded lake,Silt,"S, E, & F",Dense,>50%
10/16/2017,640005,4838462,Pool 08,13.3,0.82,0.08,7.8,82,Side channel,Silt,"S, E, & F",Dense,>50%
10/16/2017,733808,4650201,Pool 13,11.6,0.6,0,5.4,60,Impounded lake,Silt/Clay/Sand,"S, E, & F",Dense,>50%
10/16/2017,733808,4644401,Pool 13,13.9,1.02,0.12,6.2,102,Impounded lake,Silt/Clay/Sand,"S, E, & F",Sparse,1 - 19%
10/16/2018,735408,4659251,Pool 13,10.5,1.23,0.11,9.6,48,Side channel,Silt/Clay/Sand,Submergent,Sparse,1 - 19%
10/16/2023,640655,4842012,Pool 08,12.6,0.58,0,9.9,58,Side channel,Silt,"S, E, & F",Dense,20 - 49%
10/16/2024,640455,4839912,Pool 08,10.8,0.3,0,9,30,Connected backwater,Silt,Emergent,Dense,>50%
10/16/2024,639355,4842512,Pool 08,10.8,1.74,0.03,10.7,174,Connected backwater,Silt/Clay/Sand,"S, E, & F",Sparse,>50%
10/16/2024,640905,4840412,Pool 08,9.7,0.43,0,6.6,43,Connected backwater,Silt,S & E,Dense,>50%
10/16/2024,736608,4642801,Pool 13,10,0.5,0,11.1,50,Impounded lake,Sand,"S, E, & F",Dense,>50%
10/17/2001,636655,4853112,Pool 08,7.4,0.48,0,10.1,48,Isolated,Silt,"S, E, & F",Dense,>50%
10/17/2001,636855,4853712,Pool 08,8.1,0.77,0,12.7,68,Isolated,Silt,"S, E, & F",Sparse,>50%
10/17/2005,638505,4856862,Pool 08,14.4,2.07,0.05,7.2,133,Side channel,Sand,S & E,Sparse,1 - 19%
10/17/2005,579630,4912358,Pool 04,14,1.59,0.09,8,64,Connected backwater,Silt,Submergent,Sparse,>50%
10/17/2005,638055,4853512,Pool 08,14.3,4.7,0,6,164,Isolated,Silt,"S, E, & F",Dense,20 - 49%
10/17/2005,636855,4853712,Pool 08,14.9,1.02,0,5.3,102,Isolated,Silt,"S, E, & F",Dense,>50%
10/17/2005,637855,4853712,Pool 08,14,4.1,0,5.8,160,Isolated,Silt,Submergent,Dense,1 - 19%
10/17/2005,637255,4853512,Pool 08,14.9,0.72,0,7,72,Isolated,Silt,"S, E, & F",Dense,>50%
10/17/2005,637455,4853312,Pool 08,14.4,0.38,0,2.9,38,Isolated,Silt,"S, E, & F",Dense,>50%
10/17/2006,738008,4649401,Pool 13,10.8,1.16,0.05,10.6,52,Impounded lake,Silt/Clay/Sand,Submergent,Sparse,1 - 19%
10/17/2006,734808,4649201,Pool 13,10.6,0.8,0.05,10.7,58,Impounded lake,Silt/Clay/Sand,Submergent,Sparse,1 - 19%
10/17/2006,643055,4833312,Pool 08,10.1,0.6,0.03,11.1,60,Impounded lake,Silt/Clay/Sand,"S, E, & F",Dense,20 - 49%
10/17/2006,640655,4832712,Pool 08,8.1,1.33,0.03,11.7,133,Impounded lake,Silt/Clay/Sand,"S, E, & F",Sparse,>50%
10/17/2006,641255,4837512,Pool 08,9.6,1.05,0,13.1,105,Impounded lake,Clay,Submergent,Sparse,20 - 49%
10/17/2006,736408,4646001,Pool 13,9.8,1.42,0.06,9.8,67,Impounded lake,Silt/Clay/Sand,Submergent,Sparse,1 - 19%
10/17/2006,641055,4831312,Pool 08,8.9,1.64,0.02,10.6,82,Impounded lake,Silt/Clay/Sand,Submergent,Sparse,20 - 49%
10/17/2007,738258,4659001,Pool 13,13.7,0.4,0,2.9,40,Connected backwater,Silt/Clay/Sand,"S, E, & F",Sparse,20 - 49%
10/17/2008,733808,4647601,Pool 13,11.8,0.6,0,6.2,38,Impounded lake,Silt/Clay/Sand,"S, E, & F",Sparse,1 - 19%
10/17/2011,641255,4836912,Pool 08,12.6,2.1,0.14,11.1,110,Impounded lake,Sand,Submergent,Sparse,20 - 49%
10/17/2012,640455,4836712,Pool 08,11.5,0.94,0.02,13.4,94,Impounded lake,Silt/Clay/Sand,"S, E, & F",Dense,>50%
10/17/2013,641654,4832311,Pool 08,14,2.66,0.11,9.9,148,Impounded lake,Silt/Clay/Sand,Submergent,Dense,1 - 19%
10/17/2016,643154,4840461,Pool 08,15.5,0.73,0.1,8.8,73,Connected backwater,Silt,"S, E, & F",Dense,>50%
10/17/2018,643105,4845212,Pool 08,8.8,1.73,0.1,9.6,67,Side channel,Silt,"S, E, & F",Sparse,20 - 49%
10/17/2019,641555,4846062,Pool 08,10.6,1.74,0.09,9.2,126,Side channel,Silt/Clay/Sand,Submergent,Sparse,1 - 19%
10/17/2019,642005,4849312,Pool 08,11.9,1.71,0,9.6,85,Side channel,Sand,Floating,Sparse,1 - 19%
10/18/2001,581130,4914658,Pool 04,10,0.85,0.01,9,85,Side channel,Silt,"S, E, & F",Dense,20 - 49%
10/18/2004,642455,4847962,Pool 08,9.2,0.87,0.04,10,87,Side channel,Silt/Clay/Sand,S & E,Sparse,1 - 19%
10/18/2004,642505,4847812,Pool 08,9.8,0.43,0,10.7,43,Side channel,Silt,Emergent,Sparse,1 - 19%
10/18/2019,738308,4659501,Pool 13,10.7,1.4,0,9.8,62,Connected backwater,Silt/Clay/Sand,Submergent,Sparse,1 - 19%
10/18/2021,736608,4649001,Pool 13,17.7,1.26,0.03,8.8,64,Impounded lake,Silt/Clay/Sand,Submergent,Dense,20 - 49%
10/18/2024,580380,4917108,Pool 04,10.6,1.03,0.03,10.7,103,Connected backwater,Silt,"S, E, & F",Sparse,>50%
10/18/2024,580280,4916808,Pool 04,11.8,0.79,0.03,9.9,49,Connected backwater,Silt,"S, E, & F",Dense,>50%
10/19/1998,643305,4842562,Pool 08,11.4,0.45,0,8.4,45,Connected backwater,Silt,Submergent,Sparse,>50%
10/19/2004,737458,4656601,Pool 13,9.1,0.42,0,7,17,Connected backwater,Silt/Clay/Sand,Emergent,Sparse,>50%
10/19/2004,638555,4857262,Pool 08,9.2,0.27,0,10.4,27,Connected backwater,Silt,Submergent,Dense,>50%
10/19/2004,737858,4657551,Pool 13,8.4,0.7,0,9.9,70,Connected backwater,Silt/Clay/Sand,S & E,Dense,>50%
10/19/2006,735458,4659251,Pool 13,8.3,0.88,0,8.3,38,Side channel,Silt/Clay/Sand,Emergent,Sparse,1 - 19%
10/19/2006,637955,4857312,Pool 08,7.6,0.36,0.04,12.8,36,Connected backwater,Silt,"S, E, & F",Dense,>50%
10/19/2009,637605,4856812,Pool 08,9.3,0.8,0.14,10.9,80,Side channel,Silt/Clay/Sand,Submergent,Sparse,1 - 19%
10/19/2009,732758,4663051,Pool 13,8.6,0.3,0,10.7,30,Connected backwater,Silt/Clay/Sand,"S, E, & F",Sparse,20 - 49%
10/19/2009,733358,4669751,Pool 13,9.7,0.59,0,12.3,59,Connected backwater,Silt/Clay/Sand,Submergent,Dense,>50%
10/19/2009,637455,4853312,Pool 08,10.8,0.4,0,8.5,40,Isolated,Silt,"S, E, & F",Dense,>50%
10/19/2017,643255,4834512,Pool 08,13.9,0.46,0,10.1,46,Isolated,Silt,"S, E, & F",Sparse,>50%
10/19/2020,643155,4834112,Pool 08,7.3,0.7,0,5.2,70,Connected backwater,Silt,"S, E, & F",Sparse,>50%
10/19/2020,642255,4829712,Pool 08,8.4,1.68,0.03,11.1,94,Impounded lake,Silt/Clay/Sand,Submergent,Sparse,>50%
10/19/2020,642655,4835712,Pool 08,8.5,1.56,0,10.6,156,Impounded lake,Silt,Submergent,Dense,>50%
10/19/2020,642655,4830912,Pool 08,8.8,1.68,0.07,9.8,168,Impounded lake,Silt,Submergent,Sparse,>50%
10/19/2022,639955,4839312,Pool 08,7.7,0.57,0.05,12.3,57,Side channel,Sand,"S, E, & F",Sparse,>50%
10/19/2022,640755,4842612,Pool 08,7.8,1.42,0.12,11.7,142,Side channel,Sand,Floating,Sparse,1 - 19%
10/19/2022,641455,4846662,Pool 08,9,0.54,0.07,13,54,Side channel,Silt/Clay/Sand,"S, E, & F",Sparse,1 - 19%
10/19/2022,727558,4670601,Pool 13,7.7,0.4,0,13.1,40,Connected backwater,Silt/Clay/Sand,"S, E, & F",Dense,20 - 49%
10/20/2004,637455,4852712,Pool 08,10.5,0.48,0,2.4,48,Isolated,Silt,"S, E, & F",Dense,>50%
10/20/2004,638055,4853512,Pool 08,10.6,2.07,0,10.4,98,Isolated,Silt,"S, E, & F",Dense,20 - 49%
10/20/2004,637055,4853512,Pool 08,9.8,0.48,0,7.9,48,Isolated,Silt,"S, E, & F",Dense,>50%
10/20/2004,643455,4834712,Pool 08,9.3,0.48,0,5.9,48,Isolated,Silt/Clay/Sand,"S, E, & F",Sparse,>50%
10/20/2004,735808,4649001,Pool 13,10.1,0.5,0.07,10,50,Impounded lake,Silt/Clay/Sand,Submergent,Sparse,20 - 49%
10/20/2005,641105,4849812,Pool 08,14.1,1.35,0.02,8.9,62,Side channel,Silt/Clay/Sand,Submergent,Sparse,1 - 19%
10/20/2006,583130,4910608,Pool 04,8.9,1.21,0,11,121,Side channel,Silt,Submergent,Sparse,>50%
10/20/2008,643255,4834512,Pool 08,12.9,0.48,0,8.9,48,Isolated,Silt,"S, E, & F",Dense,>50%
10/20/2009,735308,4659301,Pool 13,11.4,0.4,0,10.1,40,Side channel,Silt/Clay/Sand,"S, E, & F",Sparse,1 - 19%
10/20/2009,640805,4847612,Pool 08,10.3,1.24,0.04,10.3,124,Side channel,Silt/Clay/Sand,"S, E, & F",Sparse,20 - 49%
10/20/2009,738008,4658951,Pool 13,11.5,0.54,0,11.4,54,Connected backwater,Silt/Clay/Sand,"S, E, & F",Sparse,1 - 19%
10/20/2009,578079,4915758,Pool 04,11,0.24,0,6.5,24,Connected backwater,Silt,Emergent,Dense,>50%
10/20/2014,637255,4852912,Pool 08,10.8,0.98,0,6.3,98,Isolated,Silt,"S, E, & F",Dense,>50%
10/20/2014,637455,4852912,Pool 08,10.5,0.48,0,4,48,Isolated,Silt,"S, E, & F",Dense,>50%
10/20/2014,637455,4853312,Pool 08,11.4,0.31,0,6.1,31,Isolated,Silt,"S, E, & F",Dense,>50%
10/20/2015,583130,4910608,Pool 04,13.8,0.39,0,9.9,39,Side channel,Silt,Submergent,Sparse,1 - 19%
10/20/2015,641255,4841212,Pool 08,13.3,0.52,0,5.4,52,Side channel,Silt,Submergent,Dense,>50%
10/20/2015,640505,4842162,Pool 08,13.2,0.86,0.13,12.4,86,Connected backwater,Sand,"S, E, & F",Sparse,1 - 19%
10/20/2015,726008,4670651,Pool 13,15.9,0.4,0,15.3,40,Connected backwater,Silt/Clay/Sand,"S, E, & F",Dense,>50%
10/20/2016,637054,4853112,Pool 08,12.9,0.73,0,6.6,73,Isolated,Silt,"S, E, & F",Dense,>50%
10/20/2016,643254,4834511,Pool 08,13.8,0.47,0,4.1,47,Isolated,Silt,"S, E, & F",Sparse,>50%
10/20/2016,637454,4853312,Pool 08,12.9,0.35,0,8,35,Isolated,Silt,"S, E, & F",Sparse,>50%
10/20/2016,637054,4853312,Pool 08,12.8,0.69,0,6.2,69,Isolated,Silt,"S, E, & F",Dense,>50%
10/20/2020,736608,4650401,Pool 13,5.2,0.4,0,11.6,40,Impounded lake,Silt/Clay/Sand,"S, E, & F",Sparse,20 - 49%
10/20/2022,736458,4657951,Pool 13,5.4,0.54,0,11.7,54,Connected backwater,Silt/Clay/Sand,"S, E, & F",Dense,>50%
10/20/2022,737258,4657801,Pool 13,5.5,1.88,0,11.5,134,Connected backwater,Silt/Clay/Sand,"S, E, & F",Dense,1 - 19%
10/21/2009,640355,4838412,Pool 08,10.1,0.58,0.05,10.3,58,Connected backwater,Silt/Clay/Sand,Emergent,Sparse,>50%
10/21/2009,739208,4645551,Pool 13,14.9,0.5,0,11.6,50,Connected backwater,Silt/Clay/Sand,"S, E, & F",Sparse,20 - 49%
10/21/2009,640655,4839162,Pool 08,10.1,0.56,0,9.6,56,Connected backwater,Silt,"S, E, & F",Dense,>50%
10/21/2009,641455,4833712,Pool 08,10.3,1.02,0.08,9.9,102,Impounded lake,Silt/Clay/Sand,Submergent,Dense,>50%
10/21/2013,637054,4853112,Pool 08,6.4,0.69,0,8.8,69,Isolated,Silt,"S, E, & F",Dense,>50%
10/21/2013,638054,4853712,Pool 08,9,0.32,0,9.6,32,Isolated,Silt,"S, E, & F",Dense,>50%
10/21/2013,636654,4853312,Pool 08,6.2,0.48,0,7.7,48,Isolated,Silt,"S, E, & F",Dense,>50%
10/21/2013,637054,4853512,Pool 08,6.1,0.58,0,9.8,58,Isolated,Silt,"S, E, & F",Dense,>50%
10/21/2013,636654,4853112,Pool 08,6.2,0.46,0,7.6,46,Isolated,Silt,"S, E, & F",Dense,>50%
10/21/2013,641654,4830911,Pool 08,9.6,1.37,0.06,9.7,137,Impounded lake,Silt/Clay/Sand,Submergent,Sparse,1 - 19%
10/21/2013,643054,4835511,Pool 08,7.2,1.19,0,12.1,119,Impounded lake,Silt,"S, E, & F",Dense,20 - 49%
10/21/2014,643055,4832912,Pool 08,11,1.82,0.07,9.6,135,Impounded lake,Silt/Clay/Sand,Submergent,Sparse,>50%
10/21/2014,736008,4647001,Pool 13,11.8,1.14,0.06,9.9,63,Impounded lake,Silt/Clay/Sand,Submergent,Sparse,1 - 19%
10/21/2020,639555,4842762,Pool 08,6.8,0.32,0,18.8,32,Connected backwater,Silt,"S, E, & F",Dense,>50%
10/21/2020,641255,4837912,Pool 08,7.8,1.07,0.05,9.8,107,Impounded lake,Silt,"S, E, & F",Sparse,>50%
10/21/2024,737108,4658801,Pool 13,17.3,0.42,0,11.2,42,Connected backwater,Silt/Clay/Sand,"S, E, & F",Sparse,20 - 49%
10/22/2013,643504,4845111,Pool 08,10,1.32,0.02,11,132,Side channel,Sand,"S, E, & F",Sparse,>50%
10/22/2013,738258,4656401,Pool 13,8.6,0.51,0,8.7,51,Connected backwater,Silt/Clay/Sand,Submergent,Sparse,20 - 49%
10/22/2013,737908,4659201,Pool 13,6,0.49,0,10.4,49,Connected backwater,Silt/Clay/Sand,Submergent,Sparse,20 - 49%
10/22/2014,579930,4915208,Pool 04,10.4,0.58,0,7.2,23,Connected backwater,Silt,"S, E, & F",Sparse,>50%
10/22/2014,736808,4649001,Pool 13,11.3,1.14,0.11,9.8,82,Impounded lake,Silt/Clay/Sand,Submergent,Sparse,1 - 19%
10/23/2013,640004,4841461,Pool 08,8.6,0.56,0,11,56,Side channel,Silt/Clay/Sand,"S, E, & F",Sparse,>50%
10/23/2014,640205,4839962,Pool 08,10,0.49,0,5.2,49,Side channel,Silt,"S, E, & F",Dense,>50%
10/23/2019,637255,4853112,Pool 08,8.8,1.28,0,9.5,128,Isolated,Silt,"S, E, & F",Sparse,>50%
10/23/2019,638055,4853112,Pool 08,8.9,1.18,0,8.7,118,Isolated,Silt,"S, E, & F",Dense,>50%
10/23/2019,637855,4852912,Pool 08,8.8,1.08,0,9.4,108,Isolated,Silt,"S, E, & F",Sparse,>50%
10/23/2019,643255,4834512,Pool 08,10.3,0.38,0,8.7,38,Isolated,Silt/Clay/Sand,"S, E, & F",Sparse,>50%
10/23/2019,643255,4834312,Pool 08,9.9,0.48,0,10.9,48,Isolated,Silt,"S, E, & F",Sparse,>50%
10/23/2020,643455,4834912,Pool 08,5.5,0.79,0,11.3,79,Isolated,Silt,"S, E, & F",Dense,>50%
10/24/2006,638255,4853312,Pool 08,6.2,1,0,8.4,100,Isolated,Silt/Clay/Sand,"S, E, & F",Sparse,20 - 49%
10/24/2006,636855,4853512,Pool 08,3.8,0.9,0,13.1,90,Isolated,Silt,"S, E, & F",Sparse,>50%
10/24/2006,637055,4853712,Pool 08,4.1,0.68,0,14,68,Isolated,Silt,"S, E, & F",Dense,>50%
10/24/2006,637455,4852712,Pool 08,3.8,0.45,0,7.9,45,Isolated,Silt,"S, E, & F",Dense,>50%
10/25/1995,735208,4650601,Pool 13,10.6,0.4,0,10.6,18,Impounded lake,Silt,S & E,Dense,1 - 19%
10/26/2015,642305,4843862,Pool 08,12.6,0.93,0.06,12.3,93,Side channel,Silt,S & E,Sparse,1 - 19%
10/28/2013,581230,4911058,Pool 04,7.6,0.48,0,10.6,48,Connected backwater,Silt,Submergent,Dense,>50%
10/28/2015,637255,4853112,Pool 08,10.8,0.8,0,6.3,80,Isolated,Silt,"S, E, & F",Dense,>50%
10/28/2015,636655,4853312,Pool 08,11,0.52,0,6.6,52,Isolated,Silt,"S, E, & F",Dense,>50%
10/28/2015,643455,4834912,Pool 08,10.8,0.86,0,9.3,86,Isolated,Silt,Submergent,Dense,>50%
